이름,위도,경도,시도명,시군구명,읍면동명,리명,번지,도로명,도로명상세,주차가능여부,숙박업분류,카테고리명,10대,20대,30대,40대,50대,60+대,숙박유형
태양장,35.09659254,129.0262818,부산광역시,중구,남포동6가,,115-7,자갈치로,17,N,,숙박/휴양,226,492,369,296,241,187,모텔
오션투헤븐호텔앤스파,35.09669044,129.0266548,부산광역시,중구,남포동6가,,29,자갈치로,21,Y,,숙박/휴양,230,378,334,491,274,226,호텔
모텔트리,35.09674413,129.0262006,부산광역시,중구,남포동6가,,115-5,자갈치로15번길,4,N,,숙박/휴양,214,431,415,243,228,168,모텔
대성모텔,35.09661693,129.0284535,부산광역시,중구,남포동6가,,,자갈치로38번길,,N,,숙박/휴양,277,431,391,370,313,135,모텔
BIFF게스트하우스,35.0982571,129.0269694,부산광역시,중구,남포동6가,,34759,중구로5번길,,N,,숙박/휴양,99,268,250,46,70,32,게스트하우스
로망스모텔,35.09813361,129.0269815,부산광역시,중구,남포동6가,,35247,중구로5번길,12,N,,숙박/휴양,62,443,426,288,124,61,모텔
로즈모텔,35.09818991,129.0270503,부산광역시,중구,남포동6가,,34121,중구로5번길,,N,,숙박/휴양,187,481,472,455,248,168,모텔
신흥,35.09804906,129.0275019,부산광역시,중구,남포동6가,,29312,중구로5번길,,N,,숙박/휴양,0,0,0,0,0,0,기타
평안여인숙,35.09812452,129.0269758,부산광역시,중구,남포동6가,,34090,중구로5번길,12,N,,숙박/휴양,80,498,369,209,193,76,모텔
그린힐,35.09812504,129.0271321,부산광역시,중구,남포동6가,,34060,중구로5번길,10,,,숙박/휴양,0,0,0,0,0,0,기타
토요코인호텔,35.10902456,129.0366463,부산광역시,중구,대창동1가,,,중앙대로,125,Y,,숙박/휴양,44,344,255,437,198,30,호텔
천우장,35.11057946,129.0372316,부산광역시,중구,대창동2가,,40-14,동광길,184,,,숙박/휴양,132,236,170,152,147,125,모텔
수민,35.11031261,129.0371013,부산광역시,중구,대창동2가,,,동광길,178,,,숙박/휴양,0,0,0,0,0,0,기타
K79게스트하우스,35.10258922,129.0304784,부산광역시,중구,대청동2가,,,광복로49번길,38,Y,,숙박/휴양,59,295,303,39,42,54,게스트하우스
넘버25호텔,35.10311942,129.031695,부산광역시,중구,대청동2가,,,대청로,107,Y,,숙박/휴양,135,303,260,362,160,86,호텔
호텔콘트,35.10190464,129.0314402,부산광역시,중구,대청동2가,,30-17,용두산길,12,Y,,숙박/휴양,109,344,320,372,207,42,호텔
로얄장,35.10334706,129.0287903,부산광역시,중구,대청동3가,,,중구로62번길,6,,,숙박/휴양,176,369,355,354,234,94,모텔
OCEAN&SKYBABA,35.10715491,129.02943,부산광역시,중구,대청동4가,,72-42,망양로329번길,,,,숙박/휴양,0,0,0,0,0,0,기타
테라게스트하우스2호점,35.09699494,129.0298651,부산광역시,중구,대평동2가,,32629,자갈치로48번길,3,N,,숙박/휴양,52,239,496,88,68,38,게스트하우스
하늘섬게스트하우스,35.09990907,129.0354688,부산광역시,중구,동광동1가,,,광복로97번길,14,N,,숙박/휴양,39,285,429,40,87,31,게스트하우스
부산관광호텔,35.10057499,129.0346015,부산광역시,중구,동광동2가,,,광복로97번길,23,Y,,숙박/휴양,125,351,211,454,132,98,호텔
부산장모텔,35.10019603,129.0341674,부산광역시,중구,동광동2가,,,대청로126번길,12024,Y,,숙박/휴양,81,415,357,171,162,39,모텔
MU호텔,35.09993967,129.0342552,부산광역시,중구,동광동2가,,,대청로126번길,36,Y,,숙박/휴양,140,407,335,465,314,122,호텔
동산여인숙,35.1003479,129.0344566,부산광역시,중구,동광동2가,,,대청로126번길,29,,,숙박/휴양,150,455,422,371,181,149,모텔
비엔비펜션,35.10000638,129.0343348,부산광역시,중구,동광동2가,,11-46,대청로126번길,34,N,,숙박/휴양,158,97,126,415,405,48,펜션
소유호텔,35.10081706,129.0343742,부산광역시,중구,동광동2가,,,대청로126번길,23,Y,,숙박/휴양,147,359,193,377,149,78,호텔
아로마모텔,35.09957744,129.0341094,부산광역시,중구,동광동2가,,11-70,대청로126번길,13181,,,숙박/휴양,75,497,469,201,137,40,모텔
호텔야자,35.09991692,129.0345709,부산광역시,중구,동광동2가,,,대청로126번길,33,Y,,숙박/휴양,87,261,216,302,166,68,호텔
부산게스트하우스타워,35.10028687,129.0341365,부산광역시,중구,동광동2가,,17-14,중앙대로41번길,,N,,숙박/휴양,66,324,428,58,52,99,게스트하우스
아리아호텔,35.10075166,129.0339713,부산광역시,중구,동광동2가,,17-26,중앙대로41번길,23,Y,,숙박/휴양,208,379,368,489,295,108,호텔
엘리제호텔,35.10103081,129.0339701,부산광역시,중구,동광동3가,,46,대청로126번길,22,Y,,숙박/휴양,182,406,343,474,260,178,호텔
더하운드호텔,35.10201804,129.0339878,부산광역시,중구,동광동3가,,,대청로126번길,9,Y,,숙박/휴양,179,407,344,477,223,32,호텔
엘리제호텔,35.1010197,129.033979,부산광역시,중구,동광동3가,,46,대청로126번길,22,Y,,숙박/휴양,113,362,243,450,204,52,호텔
태양모텔,35.10219681,129.0345524,부산광역시,중구,동광동3가,,,대청로134번길,8,N,,숙박/휴양,127,459,424,236,177,44,모텔
에이스모텔,35.10179607,129.0342271,부산광역시,중구,동광동3가,,,백산길,12,N,,숙박/휴양,77,483,349,215,120,47,모텔
와이티티호텔남포,35.10154966,129.0347067,부산광역시,중구,동광동3가,,14,백산길,15,Y,,숙박/휴양,241,381,306,390,241,35,호텔
타워힐 호텔,35.10113477,129.0343481,부산광역시,중구,동광동3가,,20,백산길,20,Y,,숙박/휴양,109,303,227,310,160,50,호텔
호텔더그랑프리미엄남포,35.10155457,129.0347173,부산광역시,중구,동광동3가,,14,백산길,15,,,숙박/휴양,313,359,351,431,340,299,호텔
호텔더그랑,35.10155552,129.0347277,부산광역시,중구,동광동3가,,14,백산길,15,,,숙박/휴양,46,402,366,481,215,37,호텔
에이스모텔,35.10179607,129.0342271,부산광역시,중구,동광동3가,,,백산길,12,N,,숙박/휴양,101,264,263,138,101,72,모텔
타워힐호텔,35.10112619,129.0342849,부산광역시,중구,동광동3가,,20,백산길,20,Y,,숙박/휴양,126,277,270,400,228,88,호텔
몽베르모텔,35.10164882,129.0342524,부산광역시,중구,동광동3가,,25,백산길,14,Y,,숙박/휴양,140,496,396,204,172,51,모텔
별장여관,35.1018357,129.0342257,부산광역시,중구,동광동3가,,,백산길,12,,,숙박/휴양,132,428,427,291,167,126,모텔
폭시모텔,35.10095843,129.0338195,부산광역시,중구,동광동3가,,17258,중앙대로41번길,24,Y,,숙박/휴양,112,436,412,404,194,73,모텔
공공하우스,35.10308701,129.0344928,부산광역시,중구,동광동4가,,,대청로135번길,,,,숙박/휴양,93,373,426,36,90,94,게스트하우스
호텔40계단,35.10405777,129.03443,부산광역시,중구,동광동5가,,17564,동광길,27,N,,숙박/휴양,186,320,312,446,245,58,호텔
화춘장여관,35.10513082,129.0345763,부산광역시,중구,동광동5가,,44-27,동광길,53,N,,숙박/휴양,94,490,308,271,201,65,모텔
호텔40계단,35.10405081,129.0344244,부산광역시,중구,동광동5가,,17564,동광길,27,N,,숙박/휴양,162,420,389,441,264,74,호텔
방공호게스트하우스,35.10371209,129.0265534,부산광역시,중구,보수동1가,,116-156,책방골목길,,N,,숙박/휴양,42,302,259,44,78,99,게스트하우스
보수장모텔,35.10341653,129.0263326,부산광역시,중구,보수동1가,,125-4,책방골목길,12,N,,숙박/휴양,118,465,364,224,127,109,모텔
보수장모텔,35.10341891,129.0263293,부산광역시,중구,보수동1가,,125-4,책방골목길,12,N,,숙박/휴양,94,493,432,420,394,69,모텔
호텔그레이,35.10373011,129.0243914,부산광역시,중구,보수동2가,,105-2,보수대로124번길,82,Y,,숙박/휴양,312,440,439,498,396,138,호텔
보하모텔,35.10352584,129.0228674,부산광역시,중구,보수동3가,,26330,대청로25번길,4,Y,,숙박/휴양,176,418,381,310,305,34,모텔
호텔빌리,35.10515918,129.0216498,부산광역시,중구,보수동3가,,,보수대로106번길,5,Y,,숙박/휴양,231,374,344,392,251,111,호텔
빌리호텔,35.10515874,129.0216415,부산광역시,중구,보수동3가,,,보수대로106번길,5,Y,,숙박/휴양,173,377,369,445,343,105,호텔
로즈텔,35.10380921,129.0217769,부산광역시,중구,보수동3가,,19115,흑교로45번길,,N,,숙박/휴양,0,0,0,0,0,0,기타
게스트하우스나우,35.10480299,129.0220916,부산광역시,중구,보수동3가,,,흑교로71번길,20,Y,,숙박/휴양,64,254,301,34,52,38,게스트하우스
놀게스트하우스,35.09955762,129.0275543,부산광역시,중구,부평동1가,,13455,광복로,,N,,숙박/휴양,37,210,393,48,69,39,게스트하우스
오아시스,35.09931413,129.0265351,부산광역시,중구,부평동1가,,14671,광복로,14,N,,숙박/휴양,0,0,0,0,0,0,기타
마이호스텔,35.09905857,129.0265386,부산광역시,중구,부평동1가,,15128,광복로12번길,,N,,숙박/휴양,362,258,477,61,56,89,호스텔
파크모텔,35.09897674,129.0266572,부산광역시,중구,부평동1가,,41-15,광복로12번길,,Y,,숙박/휴양,237,355,318,313,256,187,모텔
테마모텔,35.09916287,129.0265403,부산광역시,중구,부평동1가,,15311,광복로12번길,,,,숙박/휴양,232,470,402,259,250,137,모텔
오아시스모텔,35.09920371,129.0264189,부산광역시,중구,부평동1가,,14824,광복로12번길,3,N,,숙박/휴양,201,472,297,221,217,183,모텔
유일모텔,35.09880706,129.0265285,부산광역시,중구,부평동1가,,15097,광복로12번길,,N,,숙박/휴양,226,442,413,294,239,193,모텔
모텔리베,35.09885154,129.0266263,부산광역시,중구,부평동1가,,15220,광복로12번길,,Y,,숙박/휴양,174,426,390,371,245,130,모텔
새피아모텔,35.09896591,129.026551,부산광역시,중구,부평동1가,,15158,광복로12번길,,Y,,숙박/휴양,248,348,308,292,278,207,모텔
그랜드모텔,35.09878022,129.0266477,부산광역시,중구,부평동1가,,15250,광복로16번길,18,N,,숙박/휴양,219,430,367,237,234,162,모텔
아젤리아여관,35.0988509,129.0267981,부산광역시,중구,부평동1가,,42-38,광복로16번길,13,,,숙박/휴양,182,460,364,247,213,85,모텔
프린스모텔,35.09902139,129.026813,부산광역시,중구,부평동1가,,14427,광복로16번길,9,N,,숙박/휴양,96,420,354,184,162,34,모텔
영빈장여관,35.0990557,129.0266594,부산광역시,중구,부평동1가,,41-14,광복로16번길,10,,,숙박/휴양,135,442,316,279,144,59,모텔
그린장,35.09892438,129.0268344,부산광역시,중구,부평동1가,,14458,광복로16번길,11,,,숙박/휴양,76,492,368,207,141,64,모텔
하루애,35.10025368,129.0267022,부산광역시,중구,부평동1가,,30-48,부평2길,,N,,숙박/휴양,347,492,471,411,370,174,모텔
게스트하우스부산깡통야시장,35.10142108,129.0266465,부산광역시,중구,부평동1가,,,중구로39번길,24,,,숙박/휴양,48,365,278,56,97,69,게스트하우스
우리게스트하우스,35.09955931,129.0259674,부산광역시,중구,부평동2가,,,광복로,7,N,,숙박/휴양,96,309,408,68,54,52,게스트하우스
우리모텔,35.09970674,129.026059,부산광역시,중구,부평동2가,,,광복로,,,,숙박/휴양,302,479,411,408,377,129,모텔
호텔미니,35.09876298,129.0257971,부산광역시,중구,부평동2가,,13667,광복로6번길,9,N,,숙박/휴양,148,326,247,384,190,32,호텔
원모텔,35.09888978,129.0257658,부산광역시,중구,부평동2가,,13606,광복로6번길,7,N,,숙박/휴양,239,467,435,275,247,114,모텔
부산,35.0985209,129.0257539,부산광역시,중구,부평동2가,,13912,광복로6번길,,,,숙박/휴양,0,0,0,0,0,0,기타
송원모텔,35.09910591,129.0253278,부산광역시,중구,부평동2가,,18688,보수대로,24,,,숙박/휴양,153,435,348,333,206,113,모텔
헤르메스호텔,35.09922176,129.0252212,부산광역시,중구,부평동2가,,18660,보수대로,26,N,,숙박/휴양,161,330,294,360,182,77,호텔
미도장,35.0989004,129.0254804,부산광역시,중구,부평동2가,,47,보수대로24번길,,N,,숙박/휴양,223,500,490,475,437,68,모텔
대호장여관,35.10037863,129.0254213,부산광역시,중구,부평동2가,,22678,중구로29번길,15707,,,숙박/휴양,117,456,412,239,158,54,모텔
제이온게스트하우스,35.10055941,129.0258581,부산광역시,중구,부평동2가,,,중구로29번길,38,,,숙박/휴양,96,423,394,32,49,88,게스트하우스
굿스테이 대영 호텔,35.10110154,129.0255511,부산광역시,중구,부평동2가,,24990,중구로33번길,44,Y,,숙박/휴양,299,446,390,479,336,289,호텔
동성장여관,35.10151544,129.0263561,부산광역시,중구,부평동2가,,,중구로39번길,30,N,,숙박/휴양,253,496,456,384,374,144,모텔
동성장,35.10149284,129.0263677,부산광역시,중구,부평동2가,,,중구로39번길,30,N,,숙박/휴양,280,459,408,377,311,206,모텔
실암정,35.10151694,129.0256422,부산광역시,중구,부평동2가,,70-19,중구로39번길,42,,,숙박/휴양,0,0,0,0,0,0,기타
호텔마르쉐,35.10023763,129.0252913,부산광역시,중구,부평동2가,,23316,흑교로,10,Y,,숙박/휴양,310,380,364,408,351,298,호텔
호텔보브,35.10022128,129.0248422,부산광역시,중구,부평동3가,,19025,흑교로,7,Y,,숙박/휴양,82,354,345,412,159,61,호텔
지앤비호텔,35.10123942,129.0248185,부산광역시,중구,부평동3가,,14732,흑교로,19,Y,,숙박/휴양,126,479,431,482,340,99,호텔
오륙도모텔,35.10077538,129.0239775,부산광역시,중구,부평동3가,,21551,흑교로11번길,,N,,숙박/휴양,124,468,301,291,153,67,모텔
해림사우나&휘트니스,35.10092804,129.0242846,부산광역시,중구,부평동3가,,62-13,흑교로17번길,,Y,,숙박/휴양,0,0,0,0,0,0,기타
투헤븐호텔,35.10134955,129.0242851,부산광역시,중구,부평동3가,,23012,흑교로21번길,7,Y,,숙박/휴양,106,335,231,377,215,86,호텔
금강장,35.10255383,129.0244885,부산광역시,중구,부평동3가,,27760,흑교로35번길,7,Y,,숙박/휴양,256,471,367,267,259,90,모텔
MK게스트하우스,35.1009672,129.0236368,부산광역시,중구,부평동4가,,,보수대로44번길,5,N,,숙박/휴양,69,427,347,52,36,71,게스트하우스
황토방,35.10260237,129.0229042,부산광역시,중구,부평동4가,,,흑교로35번길,21,N,,숙박/휴양,0,0,0,0,0,0,기타
넨네,35.10239569,129.0305602,부산광역시,중구,신창동1가,,,광복중앙로,33,,,숙박/휴양,0,0,0,0,0,0,기타
더로컬,35.10191309,129.0299791,부산광역시,중구,신창동1가,,11749,중구로44번길,,N,,숙박/휴양,0,0,0,0,0,0,기타
허니하우스,35.10075979,129.0289247,부산광역시,중구,신창동3가,,,광복로35번길,,,,숙박/휴양,81,367,310,97,48,98,게스트하우스
로케트하우스,35.1020423,129.0288565,부산광역시,중구,신창동3가,,,광복로35번길,32,N,,숙박/휴양,94,419,249,38,65,58,게스트하우스
큐브모텔,35.11050913,129.0364611,부산광역시,중구,양정동,,28550,대영로242번길,,Y,,숙박/휴양,221,406,338,304,241,174,모텔
큐브모텔,35.11050913,129.0364611,부산광역시,중구,영주동,,629-3,대영로242번길,,Y,,숙박/휴양,129,307,300,281,138,33,모텔
모텔몽,35.11065009,129.0366601,부산광역시,중구,영주동,,630-1,대영로242번길,16,,,숙박/휴양,253,426,362,272,262,163,모텔
스카이-힐,35.11013846,129.0365508,부산광역시,중구,영주동,,625-1,대영로242번길,22,,,숙박/휴양,0,0,0,0,0,0,기타
더로찌,35.11050908,129.0364611,부산광역시,중구,영주동,,639-2,대영로242번길,,,,숙박/휴양,0,0,0,0,0,0,기타
월드굿즈,35.11053529,129.0302634,부산광역시,중구,영주동,,282-19,망양로,380,N,,숙박/휴양,0,0,0,0,0,0,기타
방사시게스트하우스,35.11120396,129.0311457,부산광역시,중구,영주동,,279-12,영주로42번길,5,,,숙박/휴양,92,212,416,36,62,94,게스트하우스
힐사이드관광호텔,35.10923822,129.0359654,부산광역시,중구,영주동,,743-33,중구로,160,Y,,숙박/휴양,135,355,306,405,189,62,호텔
코모도호텔,35.10917144,129.035458,부산광역시,중구,영주동,,742-13,중구로,151,Y,,숙박/휴양,189,323,198,367,193,74,호텔
G호텔,35.10905006,129.0359224,부산광역시,중구,영주동,,743-14,중구로,158,Y,,숙박/휴양,179,458,351,487,269,74,호텔
책앤아웃호스텔,35.11280808,129.0363429,부산광역시,중구,영주동,,,초량중로,,N,,숙박/휴양,247,339,472,51,41,51,호스텔
호텔더루아,35.10083809,129.0353054,부산광역시,중구,중앙동1가,,23-24,대청로134번길,23,Y,,숙박/휴양,170,390,323,437,223,31,호텔
수이호스텔,35.10108664,129.0360053,부산광역시,중구,중앙동1가,,,중앙대로41번길,,N,,숙박/휴양,252,391,298,87,64,98,호스텔
배러댄와플센트럴파크호텔,35.10050339,129.0359479,부산광역시,중구,중앙동1가,,,해관로,20,Y,,숙박/휴양,180,378,256,465,229,63,호텔
센트럴파크호텔,35.10051662,129.035957,부산광역시,중구,중앙동1가,,,해관로,20,N,,숙박/휴양,183,346,309,431,190,83,호텔
용두산게스트하우스,35.10153648,129.0352207,부산광역시,중구,중앙동2가,,,대청로138번길,15,,,숙박/휴양,51,466,461,69,30,41,게스트하우스
민트하우스,35.102453,129.0361149,부산광역시,중구,중앙동2가,,12785,중앙대로,19391,,,숙박/휴양,92,381,315,82,31,52,게스트하우스
부산파티게스트하우스,35.1018529,129.0349181,부산광역시,중구,중앙동2가,,19025,중앙대로49번길,13,,,숙박/휴양,53,319,286,34,98,81,게스트하우스
숨,35.10203532,129.0358699,부산광역시,중구,중앙동2가,,,해관로,36,,,숙박/휴양,0,0,0,0,0,0,기타
금화여관,35.10587739,129.0350441,부산광역시,중구,중앙동4가,,14732,대청로135번길,33,,,숙박/휴양,182,285,219,217,200,171,모텔
단디게스트하우스,35.10413773,129.0345949,부산광역시,중구,중앙동4가,,40-19,대청로135번길,15,N,,숙박/휴양,86,323,272,54,59,37,게스트하우스
단디게스트하우스,35.10414338,129.0346609,부산광역시,중구,중앙동4가,,40-19,대청로135번길,15,N,,숙박/휴양,100,499,246,46,71,81,게스트하우스
크라운하버호텔,35.10756227,129.0367993,부산광역시,중구,중앙동4가,,30317,중앙대로,114,Y,,숙박/휴양,142,317,270,347,266,30,호텔
뉴브이모텔,35.11004531,129.0378742,부산광역시,중구,중앙동4가,,28216,중앙대로,142,Y,,숙박/휴양,51,227,188,132,120,46,모텔
마리나모텔,35.10698752,129.0383534,부산광역시,중구,중앙동4가,,31444,충장대로13번길,20,,,숙박/휴양,186,400,245,241,194,151,모텔
그레이194호텔,35.10855875,129.0376377,부산광역시,중구,중앙동4가,,29799,충장대로5번길,38,Y,,숙박/휴양,125,381,348,392,163,105,호텔
비센트호텔,35.1107605,129.0392706,부산광역시,중구,중앙동4가,,27273,충장대로9번길,64,Y,,숙박/휴양,113,390,381,465,358,111,호텔
서울모텔,35.10572482,129.035622,부산광역시,중구,중앙동4가,,20180,해관로,27760,N,,숙박/휴양,191,480,458,395,356,85,모텔
반달호텔,35.10603221,129.0351503,부산광역시,중구,중앙동4가,,19207,해관로,28856,N,,숙박/휴양,157,305,265,339,185,151,호텔
커넥트부산호텔,35.10044601,129.0373871,부산광역시,중구,중앙동6가,,,대교로,115-1,Y,,숙박/휴양,72,334,243,492,154,40,호텔
휴플러스게스트하우스,35.09969971,129.0369915,부산광역시,중구,중앙동6가,,25569,중앙대로,24,N,,숙박/휴양,70,458,253,30,41,66,게스트하우스
플래티넘호텔,35.09903456,129.0304808,부산광역시,중구,창선동1가,,14611,광복로,50,Y,,숙박/휴양,192,405,273,430,202,103,호텔
플래티늄호텔,35.09903754,129.0304798,부산광역시,중구,창선동1가,,14611,광복로,50,Y,,숙박/휴양,141,338,287,452,255,137,호텔
호텔아벤트리부산,35.09980908,129.0295783,부산광역시,중구,창선동1가,,,광복로39번길,6,Y,,숙박/휴양,231,380,378,433,355,44,호텔
금빛장여관,35.23242609,129.1542518,부산광역시,해운대구,반송동,,20-42,반송로,920-1,N,,숙박/휴양,106,447,439,405,383,50,모텔
동원모텔,35.23219692,129.1538751,부산광역시,해운대구,반송동,,334-7,반송로,918,N,,숙박/휴양,199,476,466,464,427,137,모텔
초원장 여관,35.22573662,129.1482118,부산광역시,해운대구,반송동,,257-225,아랫반송로21번길,,Y,,숙박/휴양,188,478,398,298,209,71,모텔
수복장여관,35.2294428,129.1485558,부산광역시,해운대구,반송동,,275-67,아랫반송로21번길,153,N,,숙박/휴양,184,482,434,431,357,38,모텔
수복장모텔,35.22944236,129.1485525,부산광역시,해운대구,반송동,,275-67,아랫반송로21번길,153,N,,숙박/휴양,154,461,370,344,285,63,모텔
인호텔,35.23272662,129.1553963,부산광역시,해운대구,반송동,,,윗반송로31번길,123,Y,,숙박/휴양,306,396,388,481,363,135,호텔
합천여인숙,35.23259169,129.1550972,부산광역시,해운대구,반송동,,22-15,윗반송로31번길,113-12,,,숙박/휴양,236,473,444,401,357,50,모텔
은재모텔,35.23231333,129.1544872,부산광역시,해운대구,반송동,,20-38,윗반송로31번길,99-23,N,,숙박/휴양,146,451,374,193,157,109,모텔
DAVIDSGUESTHOUSE,35.23194693,129.1547373,부산광역시,해운대구,반송동,,22-64,윗반송로31번길,32051,,,숙박/휴양,99,426,482,43,84,89,게스트하우스
해피하우스,35.20437056,129.1228264,부산광역시,해운대구,반여동,,1619,반여로,133,,,숙박/휴양,34,295,265,30,92,96,게스트하우스
대구장여관,35.20668892,129.12286,부산광역시,해운대구,반여동,,1038-22,반여로155번길,61,Y,,숙박/휴양,72,352,141,133,121,50,모텔
목화장여관,35.20693221,129.1218003,부산광역시,해운대구,반여동,,1030-2,선수촌로,149-7,N,,숙박/휴양,272,495,483,392,281,48,모텔
강릉여행가이드의집,35.19880313,129.1183955,부산광역시,해운대구,반여동,,1439-53,선수촌로,55,,,숙박/휴양,0,0,0,0,0,0,기타
가든장여관,35.20076747,129.1314304,부산광역시,해운대구,반여동,,1603-11,재반로,263,N,,숙박/휴양,217,476,401,348,265,64,모텔
금수장여관,35.20048902,129.1313866,부산광역시,해운대구,반여동,,1603-17,재반로,259,N,,숙박/휴양,107,499,304,173,148,34,모텔
센텀게스트하우스,35.17181459,129.1341813,부산광역시,해운대구,반여동,,1174-1,해운대로,333,N,,숙박/휴양,59,353,472,85,41,61,게스트하우스
VIP민박,35.18146713,129.2053755,부산광역시,해운대구,송정동,,279,,,,,숙박/휴양,232,37,89,301,460,439,민박
부산송정바다민박,35.18176702,129.2014134,부산광역시,해운대구,송정동,,299-19,,,,,숙박/휴양,206,36,59,358,413,373,민박
나인테마모텔,35.18330017,129.2049506,부산광역시,해운대구,송정동,,203-1,,,,,숙박/휴양,310,489,469,360,325,230,모텔
곰곰이민박,35.18095054,129.2054256,부산광역시,해운대구,송정동,,288-2,,,,,숙박/휴양,137,86,127,173,389,296,민박
송정마루민박,35.18164198,129.2041758,부산광역시,해운대구,송정동,,894-17,,,N,,숙박/휴양,258,44,178,390,476,473,민박
GO모텔,35.18207529,129.2057631,부산광역시,해운대구,송정동,,212-7,,,Y,,숙박/휴양,95,455,425,372,338,73,모텔
송정여인숙,35.18416107,129.2003296,부산광역시,해운대구,송정동,,136-2,송정1로8번길,49,N,,숙박/휴양,215,430,337,331,306,211,모텔
풀하우스펜션,35.18329965,129.2052239,부산광역시,해운대구,송정동,,186,송정강변로,19,N,,숙박/휴양,223,153,171,328,265,33,펜션
풀하우스민박,35.1832581,129.2054795,부산광역시,해운대구,송정동,,195-6,송정강변로,19,Y,,숙박/휴양,57,434,439,56,84,95,게스트하우스
송정아토펜션,35.1835851,129.2053194,부산광역시,해운대구,송정동,,195-3,송정강변로,23,Y,,숙박/휴양,368,151,329,467,383,39,펜션
여우비호텔,35.1824337,129.205479,부산광역시,해운대구,송정동,,206-12,송정강변로,11,Y,,숙박/휴양,61,235,187,291,63,33,호텔
넛지567펜션,35.17543173,129.1964618,부산광역시,해운대구,송정동,,442-5,송정광어골로,67,Y,,숙박/휴양,337,252,301,487,461,146,펜션
25TH호스텔,35.17856524,129.1978987,부산광역시,해운대구,송정동,,313-10,송정광어골로,29,,,숙박/휴양,440,485,228,85,78,96,호스텔
올라호텔,35.17686458,129.1968053,부산광역시,해운대구,송정동,,437-9,송정광어골로,49,Y,,숙박/휴양,144,334,333,447,216,102,호텔
마린케이풀빌라펜션,35.1806066,129.1992106,부산광역시,해운대구,송정동,,159-5,송정광어골로,3,Y,,숙박/휴양,381,334,359,452,412,114,펜션
펜톤나인,35.17953573,129.1986237,부산광역시,해운대구,송정동,,312-6,송정광어골로,,Y,,숙박/휴양,301,128,218,388,356,93,펜션
스테이모어빌리지펜션,35.17347061,129.1963971,부산광역시,해운대구,송정동,,445-4,송정광어골로,90,N,,숙박/휴양,148,63,73,419,274,46,펜션
스테이모어호스텔,35.17371724,129.1962911,부산광역시,해운대구,송정동,,445-5,송정광어골로,88,N,,숙박/휴양,335,418,354,55,62,80,호스텔
카이브,35.1796469,129.1986103,부산광역시,해운대구,송정동,,312-5,송정광어골로,15,Y,,숙박/휴양,365,168,287,488,476,117,펜션
송정오셔너스,35.17702399,129.196863,부산광역시,해운대구,송정동,,437-1,송정광어골로,47,Y,,숙박/휴양,375,271,338,412,386,48,펜션
25THHOSTEL,35.17856026,129.1978942,부산광역시,해운대구,송정동,,313-10,송정광어골로,29,,,숙박/휴양,0,0,0,0,0,0,기타
플레르 호텔,35.17535999,129.195939,부산광역시,해운대구,송정동,,441-6,송정광어골로,70,Y,,숙박/휴양,65,249,152,487,99,55,호텔
카이브 2호점,35.17639906,129.1964218,부산광역시,해운대구,송정동,,437-3,송정광어골로,55,Y,,숙박/휴양,333,195,217,434,410,171,펜션
뉴카리브호스텔,35.17702922,129.1968696,부산광역시,해운대구,송정동,,437-1,송정광어골로,47,,,숙박/휴양,354,366,476,52,92,52,호스텔
펜트하우스,35.17642117,129.1964462,부산광역시,해운대구,송정동,,437-3,송정광어골로,55,,,숙박/휴양,36,485,202,74,84,44,게스트하우스
브라운도트호텔,35.17875947,129.197312,부산광역시,해운대구,송정동,,422-13,송정광어골로,30,Y,,숙박/휴양,177,453,417,489,384,50,호텔
라온호텔,35.17765562,129.197353,부산광역시,해운대구,송정동,,436-1,송정광어골로,39,Y,,숙박/휴양,147,445,346,462,277,59,호텔
송정마루민박,35.17722889,129.1970515,부산광역시,해운대구,송정동,,436-5,송정광어골로,45,N,,숙박/휴양,264,48,54,361,393,369,민박
모닝캄펜션,35.17560616,129.1964513,부산광역시,해운대구,송정동,,442-4,송정광어골로,65,N,,숙박/휴양,290,61,175,401,335,49,펜션
송정 스테이모어펜션,35.17372203,129.1962516,부산광역시,해운대구,송정동,,445-5,송정광어골로,88,Y,,숙박/휴양,313,205,263,486,313,123,펜션
플레르 호텔,35.1753527,129.1959441,부산광역시,해운대구,송정동,,441-6,송정광어골로,70,Y,,숙박/휴양,216,359,353,387,219,52,호텔
샤인우드펜션,35.17354446,129.1963707,부산광역시,해운대구,송정동,,445-4,송정광어골로,90,Y,,숙박/휴양,289,143,259,481,364,114,펜션
송정미연,35.17644389,129.1958542,부산광역시,해운대구,송정동,,438-11,송정광어골로,21186,Y,,숙박/휴양,339,75,240,495,403,65,펜션
부흥민박,35.17836727,129.1967014,부산광역시,해운대구,송정동,,435-1,송정광어골로82번길,116,,,숙박/휴양,259,198,251,292,407,327,민박
스위트펜션,35.17590916,129.1955516,부산광역시,해운대구,송정동,,441-3,송정광어골로82번길,56,Y,,숙박/휴양,270,156,201,490,365,154,펜션
이너피스 펜션,35.17417823,129.1957237,부산광역시,해운대구,송정동,,444-9,송정광어골로82번길,16,Y,,숙박/휴양,380,92,103,471,468,74,펜션
ALOHA게스트하우스,35.17673406,129.1956641,부산광역시,해운대구,송정동,,438-4,송정광어골로82번길,80,N,,숙박/휴양,31,264,276,38,42,51,게스트하우스
